route_id,route_short_name,route_long_name,route_type,agency_id
11598,514Et,M.G.R.Koyambedu TO Periyapalayam,3,69
18312,557AE,Annamalaichery TO Redhills Bus Terminus,3,69
19604,37 CT5,Vallalar Nagar TO Vyasarpadi,3,69
24111,142B,Thanikachalam Nagar TO Perambur B.T,3,69
19605,18A CT4,Vallalar Nagar TO Vyasarpadi,3,69
19607,154,M.G.R.Koyambedu Bus Terminus to Thiyagarayanagar Terminus,3,69
20004,572K CT,Kizhanoor TO Ambattur I.E,3,69
11515,500E,Mahendra City TO Tambaram West,3,69
11423,49K,Foreshore Estate TO Porur,3,69
11517,500E,Tambaram West TO Mahendra City,3,69
11428,49K,Porur TO Foreshore Estate,3,69
19608,49A CT,M.G.R.Koyambedu Bus Terminus to Thiyagarayanagar Terminus,3,69
19609,597 CT1,M.G.R.Koyambedu Bus Terminus to Thiyagarayanagar Terminus,3,69
19610,53A CT4,M.G.R.Koyambedu Bus Terminus to Vellavedu,3,69
24112,142 CT1,Redhillsb.S TO Perambur B.S,3,69
19615,62 CT2,M.G.R.Koyambedu TO  Poonamallee,3,69
19614,54K CT,M.G.R.Koyambedu TO  Poonamallee,3,69
24113,142P,Puthagaram TO Perambur B.T,3,69
24114,42B CT4,Poompuhar TO Otteri,3,69
11528,500R,Maraimalai Nagar I.E. TO Tambaram West,3,69
11529,500R,Tambaram West TO Maraimalai Nagar I.E.,3,69
24115,42B CT6,Poompuhar TO Perambur B.T,3,69
19619,62 CT,M.G.R.Koyambedu TO  Redhills,3,69
18317,101,Annanagar East TO Thiruvotiyur,3,69
24117,42C CT3,Teachers Colony TO Perambur B.T,3,69
12582,70H,M.G.R.Koyambedu TO Hasthinapuram,3,69
10145,147A,Anna Nagar West TO J.J.Nagar East,3,69
19623,54P CT,M.G.R.Koyambedu TO  Thiyagaraya Nagar,3,69
24118,42C R1,Teachers Colony TO  Island ground,3,69
24119,42D,Srinivasa Nagar TO Periyar Nagar,3,69
11630,515M,Kelambakkam TO Kilambakkam B.T,3,69
10702,105A,Tambaram West TO Karanai,3,69
11584,512,Madurapakkam TO Kavarapettai,3,69
24120,142B CT1,Thanikachalam nagar TO  Island ground,3,69
24121,42D,Srinivasa Nagar TO Island ground,3,69
10241,24A,M.G.R.Koyambedu TO Vivekananda House,3,69
11638,517K,Kovalam TO Pallavaram,3,69
18322,57A,Vallalar Nagar TO Budur Hospital,3,69
19626,54L CT,Poonamallee Bus Terminus to M.G.R.Koyambedu Bus Terminus,3,69
19627,583A CT,Poonamallee Bus Terminus to M.G.R.Koyambedu Bus Terminus,3,69
19628,597A CT,Poonamallee Bus Terminus to M.G.R.Koyambedu Bus Terminus,3,69
19630,101 CT6,Poonamallee TO  M.G.R.Koyambedu,3,69
19633,54K CT6,Poonamallee TO  M.G.R.Koyambedu,3,69
19634,62 CT3,Poonamallee TO  M.G.R.Koyambedu,3,69
19638,109T CT4,Tondairpet TO 2 Depot TO Thangal Tollgate,3,69
19641,54T CT4,Thyagaraya Nagar TO Saidapet,3,69
24123,142 R1,Vinayagapuram TO Perambur,3,69
19645,3 ct4,Thiyagarayanagar Terminus TO Saidapet Depot,3,69
17174,76,M.G.R.Koyambedu TO Cement Road,3,69
19646,54S CT,Thiyagarayanagar Terminus to M.G.R.Koyambedu Bus Terminus,3,69
17176,76,Cement Road TO Medavakkam Rd.Jn,3,69
17177,76,Kilambakkam B.S TO M.G.R.Koyambedu,3,69
20013,552K CT2,Kelambakkam Bus Terminal TO Keelkattalai,3,69
19647,49A CT,Thiyagarayanagar Terminus to M.G.R.Koyambedu Bus Terminus,3,69
11615,515A,Tambaram West TO Sulerikadu,3,69
11618,515A,Tambaram West TO Vadanemili,3,69
24124,42B R1,Poompuhar TO  Island ground,3,69
18327,101,Annanagar East TO M.G.R.Koyambedu,3,69
16767,111,Tambaram West TO K.K.Nagar,3,69
19648,597 CT2,Thiyagarayanagar Terminus  to M.G.R.Koyambedu Bus Terminus,3,69
19650,54P CT1,Thiyagaraya Nagar TO  M.G.R.Koyambedu,3,69
17927,580,Puduvoyal TO Periyapalayam,3,69
11620,515A,Vadanemili TO Tambaram West,3,69
17928,580,Avadi B.T TO Puduvoyal,3,69
11627,515K,Kilambakkam B.T TO Kovalam,3,69
17929,512,Kavarapettai TO Madurapakkam,3,69
17930,514Et CT,Padiyanallur TO Redhills,3,69
19656,50M CT,Thiruverkadu Bus Terminus to M.G.R.Koyambedu Bus Terminus,3,69
19658,66P CT3,Poonamallee Bus Terminus  to M.G.R.Koyambedu Bus Terminus,3,69
19665,66 CT3,Poonamallee TO  Iyyapanthangal,3,69
12817,77T,M.G.R.Koyambedu TO Thirumullaivoyal Colony,3,69
19661,549 CT1,Thiruvanmiyur Bus Stand to M.G.R.Koyambedu Bus Terminus,3,69
10705,105A,Tambaram West TO Siruseri I.T Park,3,69
19660,54C,Poonamallee Bus Terminus to Thiruninravur Bus Stand,3,69
19664,65B,Poonamallee TO  Iyyapanthangal,3,69
19668,591 CT3,Poonamallee TO  Manimangalam,3,69
19669,S54TC,Porur TO Chembarambakkam,3,69
19670,54S CT1,Porur to Thiyagarayanagar Terminus,3,69
19663,66PX,Poonamallee TO  Iyappanthangal,3,69
11683,525,Iyyappanthangal TO Vadapalani,3,69
19677,57F CT3,Redhills B.S TO Karanodai B.S,3,69
19678,142 CT1,Redhills B.S TO Padiyanallur B.S,3,69
19679,57X,Redhills Bus Terminus TO Padianallur,3,69
19681,53A CT2,Thirumazhisai Bus Stand to M.G.R.Koyambedu Bus Terminus,3,69
19682,53G CT2,Iyyapanthangal Depot  to  Padurmedu,3,69
19683,109T CT2,Thangal Tollgate TO Thiruvotiyur B.T,3,69
10706,19BEt,Saidapet TO Kelambakkam,3,69
17953,101,Thiruvottiyur TO Tollgate,3,69
19686,28B CT4,Thangal Tollgate TO Egmore R.S,3,69
17948,523,Mullipakkam TO Thiruporur,3,69
17952,523,Thiruporur TO Mullipakkam,3,69
17951,523A,Thiruporur TO Devi Karumariamman Temple,3,69
17950,77V,Ambattur I.E TO Veppampattu E.Waran Nagar,3,69
19687,53P CT1,M.G.R.Koyambedu Bus Terminus to Pattur,3,69
10213,23C,Besant Nagar TO Greams Road,3,69
19689,54S CT,M.G.R.Koyambedu Bus Terminus to Vadakku Malaiambakkam,3,69
13050,C56CET,Thiruvotriyur B.T TO Air Nagar,3,69
19690,62 CT1,Redhills TO  M.G.R.Koyambedu,3,69
11371,45B,Anna Square TO Mugalivakkam Mm Temple,3,69
19692,27B CT1,Secretariat TO M.G.R.Koyambedu,3,69
10357,159K,Thiruvotriyur B.T TO Kargil Nagar,3,69
10356,159K,Kargil Nagar TO Thiruvotriyur B.T,3,69
11384,45B,Vivekananda House TO Guindy Tvk Estate,3,69
11385,45B,Vivekananda House TO Mugalivakkam Mm Temple,3,69
11388,45BET,Anna Square TO Cement Road,3,69
13028,A1,Thiruvalluvar Nagar TO M.G.R.Central,3,69
19699,18A CT4,Tambaram West TO Kilambakkam B.S,3,69
19700,70V CT5,Tambaram West TO Kilambakkam,3,69
17981,99A CT,Sholinganallur TO Perumbakkam College,3,69
17995,M70 CT,Thiruvanmiyur TO K.K.Nagar B.T,3,69
11405,46ET,Periyar Nagar TO Otteri,3,69
17998,S1 CT1,Thirisulam Sakhi Nagar TO Chromepet-I,3,69
17999,S18D CT,Narikuravar Colony TO Saidapet Gurukulam,3,69
19702,91K,Tambaram West Bus Stand TO Kilambakkam Bus Terminus,3,69
19993,23C,Perumbakkam S.C.B TO Greams Road,3,69
11622,515B,Tambaram West TO M.G.R.Koyambedu,3,69
13001,A45B,Anna Square TO Cement Road,3,69
18005,S30K,Thyagaraya Nagar TO Kotturpuram R.S,3,69
19705,515,Tambaram West B.S TO Kilambakkam B.S,3,69
18000,S18D CT,Saidapet Gurukulam TO Narikuravar Colony,3,69
18001,S30Ct,Guindy G.H TO Guindy Tvk Estate,3,69
18002,S30K,Guindy Tvk Estate TO Kotturpuram R.S,3,69
18003,S30K,Kotturpuram R.S TO Guindy Tvk Estate,3,69
18004,S30K,Kotturpuram R.S TO Thyagaraya Nagar,3,69
11426,49K,Mandaveli TO Iyyappanthangal,3,69
18007,S35,Defence Colony TO K.K.Nagar,3,69
24132,55X CT2,Mannivakkam Tank TONehru Nagar,3,69
12594,70LCt,Korattur TO Ambattur I.E,3,69
17983,583A,Kottaiyur TO Poonamallee B.T,3,69
18010,54B CT1,Porur TO Thyagaraya Nagar B.S,3,69
11446,47D,Ambattur I.E TO Avadi B.T,3,69
24133,55X CT1,Nehru Nagar TO  Mannivakkam Tank,3,69
18008,54B CT,Iyyappanthangal B.S TO Thyagaraya Nagar B.S,3,69
18009,54B CT,Thyagaraya Nagar B.S TO Iyyappanthangal,3,69
18013,54B CT1,Thyagaraya Nagar  B.S TO Porur,3,69
18014,121M CT,Moolakadai TO Kaviarasu Kannadasan Nagar,3,69
19710,583 CT,Sriperumbudur Bus Terminal to M.G.R.Koyambedu Bus Terminus,3,69
19711,66P CT7,Sriperumbudur Bus Terminal to M.G.R.Koyambedu Bus Terminus,3,69
24135,121D,M.G.R.Koyambedu TO Manali New Town,3,69
17984,583A,Kottaiyur TO Sriperumbudur,3,69
12822,77V,M.G.R.Koyambedu TO Ambattur I.E,3,69
17975,63,Thiruverkadu TO Icf,3,69
11831,555P,Padappai TO Sholinganallur,3,69
11832,555P,Sholinganallur TO Padappai,3,69
11833,555P,Sholinganallur TO Tambaram West,3,69
11834,555P,Tambaram West TO Sholinganallur,3,69
15116,21G,Cement Road TO Kilambakkam B.T,3,69
18330,101,Annanagar East TO Poonamallee,3,69
11864,54VCt,Veppampattu R.S TO Iyyappanthangal,3,69
17976,95X,Tambaram West TO Kilambakkam Bus,3,69
19719,591 CT2,Manimangalam TO Poonamallee,3,69
17985,583A,Poonamallee B.T TO Kottaiyur,3,69
19716,62M CT1,M.M.B.T to M.G.R.Koyambedu Bus Terminus,3,69
19722,154B CT,Nanganallur TO  M.G.R.Koyambedu,3,69
19723,154B,M.G.R.Koyambedu TO  Nanganallur,3,69
11942,566B,Iyyappanthangal TO Tambaram West,3,69
19725,MAA1,Tambaram TO Airport,3,69
11946,566B,Kovalam TO Tambaram West,3,69
11947,566B,Pattur TO Kovalam,3,69
11925,55X,Padappai TO Tambaram West,3,69
11542,505,Thamaraipakkam TO Redhills,3,69
11927,55X,Tambaram West TO Padappai,3,69
11910,55G,Oonamancheri TO Tambaram West,3,69
11911,55G,Tambaram West TO Oonamancheri,3,69
19724,53G CT3,Padurmedu TO  Iyyapanthangal,3,69
19727,38C CT2,T.V.K.Nagar  TO  Vyasarpadi Depot,3,69
17987,583A,Sriperumbudur TO Kottaiyur,3,69
18020,153,Anna Nagar Roundtana TO M.G.R.Koyambedu,3,69
24142,64D,Kosappur TO Moolakadai,3,69
11948,557M,Padiyanallur TO Redhills,3,69
11950,557M,Redhills TO Gummidipoondi,3,69
18019,S74,Cement Road TO Keelkattalai,3,69
24143,164E,Manali Bus Terminus TO Perambur Bus Terminus,3,69
19734,11M,Thiyagarayanagar B.S TO Iyyappanthangal B.S,3,69
17980,99A CT,Perumbakkam College TO Tambaram West,3,69
19736,65A CT2,Thiyagarayanagar Terminus to M.G.R.Koyambedu Bus Terminus,3,69
13030,A1,Palavakkam TO M.G.R.Central,3,69
19742,S165 CT4,Nehru Nagar TO Kovur E.B,3,69
19879,47A,Icf Junction TO Ayanavaram Signal,3,69
12920,88C,Iyyappanthangal TO Thandalam Village,3,69
24144,164E CT,Manali Bus Terminus TO Vyasarpadi,3,69
18022,S80,Chromepet-I TO Thendral Nagar,3,69
11422,47A,Villivakkam TO Ayanavaram B.T,3,69
24145,170CE,Manali Bus Terminus TO Moolakadai,3,69
24146,29B CT1,Perambur B.T TO Madhavaram Milk Colony,3,69
24147,121D,Manali New Town TO Moolakadai Market,3,69
11641,51T,Madurapakkam TO Tambaram West,3,69
11643,51T,Tambaram West TO Madurapakkam,3,69
24151,64C CT3,Manjampakkam TO Island ground,3,69
11687,51X,Kilambakkam B.T TO Medavakkam Rd.Jn,3,69
24152,164 R1,Minjur N.T TO Perambur B.T,3,69
12989,A51,PADUVANCHERY TO TAMBARAM WEST,3,69
24154,121M CT1,Vazhuthigaimedu TO M.G.R.Koyambedu,3,69
13037,99X,Sholinganallur TO Kilambakkam B.T,3,69
11005,114Et,M.G.R.Koyambedu TO Mahindra Ind.Park,3,69
11006,114Et,M.G.R.Koyambedu TO Redhills,3,69
10968,114Et,Anna Nagar West TO M.G.R.Koyambedu,3,69
11007,114Et,Mahindra Ind.Park TO M.G.R.Koyambedu,3,69
17040,91,Rajbhavan TO Chromepet,3,69
12057,56T,Athipettu R.S TO Thangal Tollgate,3,69
19744,102C CT8,Tidel Park to Semmancheri,3,69
18033,S80,Thendral Nagar TO Chromepet-I,3,69
18034,157 CT,Tondiarpet TO Redhills Bus Terminus,3,69
16259,505K,Thiruvallur TO Redhills,3,69
24155,48AEt,Madhavaram B.T TO Ambattur I.E,3,69
12061,56T,Thangal Tollgate TO Athipettu R.S,3,69
12825,77V,Veppampattu E.Waran Nagar TO M.G.R.Koyambedu,3,69
12826,77V,M.G.R.Koyambedu TO Veppampattu E.Waran Nagar,3,69
19745,102K,Ezhil Nagar TO Kannagi Nagar Bus Stand,3,69
24156,48AEt,Madhavaram B.T TO J.J.Nagar West,3,69
13058,J66,Poonamallee B.T TO Tambaram West,3,69
13012,A45B,Vivekananda House TO Cement Road,3,69
12884,89TCt,Kundrathur Depot TO Somangalam,3,69
10003,505K,Thiruvallur Terminal TO Avadi Bus Terminus,3,69
11548,505K,Avadi B.T TO Redhills,3,69
11549,505K,Redhills TO Thamaraipakkam Rd.Jn,3,69
10970,114Et,M.G.R.Koyambedu TO Anna Nagar West,3,69
11550,505K,Redhills TO Thiruvallur,3,69
18337,1C,Thiruvanmiyur Bus TO Ennore Bus Depot,3,69
11727,523,Sholinganallur TO Perunthandalam,3,69
11551,505K,Thamaraipakkam Rd.Jn TO Redhills,3,69
12603,70N,M.G.R.Koyambedu TO Nanganallur,3,69
12827,77VEt,Ambattur I.E TO Koyambakkam,3,69
12133,57M,Redhills TO Alamathi,3,69
19756,46G CT1,M.K.B.Nagar TO  Vyasarpadi Depot,3,69
12604,70N,Nanganallur TO Cement Road,3,69
18343,78 CT,Thirumangalam TO Thiruvanmiyur Bus Stand,3,69
18341,78 CT,Thiruvanmiyur Bus Stand TO Thirumangalam,3,69
12888,8B,Ayanavaram B.T TO T.V.K.Nagar,3,69
12140,578A,Kundrathur B.T TO Sriperumbudur,3,69
12141,578A,Sriperumbudur TO Kundrathur B.T,3,69
11889,557,Moolakadai TO Redhills,3,69
12828,77VEt,Koyambakkam TO Ambattur I.E,3,69
13013,A45B,Vivekananda House TO Guindy Tvk Estate,3,69
8134,114D,Redhills Market TO M.G.R.Koyambedu,3,69
12185,57CCt,Gnayaru TO Redhills,3,69
9929,114D,M.G.R.Koyambedu TO Redhills,3,69
10926,114D,M.G.R.Koyambedu TO Arani,3,69
19764,S30Ct,Guindy Tvk Estate TO Guindy G.H,3,69
12166,579C,Oragadam TO Tambaram Sanatorium,3,69
12171,579C,Walajabad TO Tambaram Sanatorium,3,69
18354,70J CT,Ambattur I.E TO J.J.Nagar West,3,69
19766,53P CT1,Pattur to M.G.R.Koyambedu Bus Terminus,3,69
12829,77VEt,Koyambakkam TO M.G.R.Koyambedu,3,69
18358,66P CT,Pallavaram TO Kilambakkam Bus Terminus,3,69
18360,66P CT,Kilambakkam Bus Terminus TO Pallavaram,3,69
13060,J66,Tambaram West TO Poonamallee B.T,3,69
11932,557C,Kallur TO Gummidipoondi,3,69
11934,557C,Kallur TO Redhills,3,69
11936,557C,Padiyanallur TO Redhills,3,69
11938,557C,Redhills TO Kallur,3,69
18361,66P CT1,Iyyappanthangal B.S TO Kilambakkam B.S,3,69
15219,56ACT,Tondiarpet TO Ennore,3,69
18364,583K CT,Kelambakkam Bus Terminal TO Kilambakkam Bus Terminus,3,69
12265,54P,Thyagaraya Nagar TO Mangadu,3,69
18365,583K CT,Kilambakkam Bus Terminus TO Kelambakkam Bus Terminal,3,69
12266,54P,Mangadu TO Thyagaraya Nagar,3,69
11963,558A,Redhills TO Minjur,3,69
18366,64C CT,Manali Bus Terminus TO Azeezee Nagar,3,69
24162,121MEt CT,Manali TO Moolakadai,3,69
13061,J51,N.G.O.Colony TO Venkadamangalam,3,69
13034,99X,Kilambakkam B.T TO Adyar B.T,3,69
18369,597 CT,Iyappanthangal TO Thiruvallur,3,69
18372,SM1CT,Cement Road TO Keelkattalai,3,69
24163,58V,Redhills Market TO Moolakadai,3,69
19769,557AE CT,Annamalaichery TO Gummidipoondi Terminal,3,69
18374,SM1CT,Keelkattalai TO Cement Road,3,69
11822,555N,Guduvanchery TO Thiruporur,3,69
24164,38H CT2,Madhavaram Village TO Vallalar Nagar,3,69
11824,555N,Tambaram West TO Thiruporur,3,69
11826,555N,Thiruporur TO Guduvanchery,3,69
11830,555N,Thiruporur TO Tambaram West,3,69
24166,38G R,Vazhuthalambedu TO Island ground,3,69
24167,121MEt,Manali TO M.G.R.Koyambedu,3,69
24168,38G,Vazhuthigaimedu TO Koyambedu Market,3,69
19773,S165 CT,Kovur E.B TO Nehru Nagar,3,69
19772,70CCT,Ramapuram TO K.K.Nagar  B.S,3,69
11819,555M,Thiruporur TO Tambaram West,3,69
11813,555M,Nehru Nagar TO Tambaram West,3,69
24170,266,Tambaram West TO Avadi B.T,3,69
18386,S13,Velachery B.T TO Adambakkam,3,69
11815,555M,Tambaram West TO Nehru Nagar,3,69
11817,555M,Tambaram West TO Thiruporur,3,69
19774,S35,K.K.Nagar B.T TO Defence Colony,3,69
18391,18D CT,Madipakkam B.T TO N.G.O.Colony,3,69
18392,18D CT,N.G.O.Colony TO Madipakkam B.T,3,69
18394,51M CT,Thyagaraya Nagar TO N.G.O.Colony,3,69
24171,566B,Kovalam TO Pattur,3,69
18395,9M CT,N.G.O.Colony TO Thyagaraya Nagar,3,69
18396,9M CT,Thyagaraya Nagar TO N.G.O.Colony,3,69
18397,S18D CT1,N.G.O.Colony TO Keelkattalai,3,69
18398,S18D,Keelkattalai TO N.G.O.Colony,3,69
18399,597 CT,Thiruvallur TO Iyappanthangal,3,69
15826,70C,Tambaram Railway Station TO Vadapalani Bus Stand,3,69
13095,D70CT,Anna Nagar West TO Ambattur I.E,3,69
24172,M52Et CT,Pallavaram TO Chrompet-1 Depot,3,69
11587,514,Anna Nagar West TO M.G.R.Koyambedu,3,69
11588,514,M.G.R.Koyambedu TO Anna Nagar West,3,69
11589,514,M.G.R.Koyambedu TO Periyapalayam,3,69
11590,514,Periyapalayam TO Redhills,3,69
11594,514,Redhills TO Padiyanallur,3,69
11595,514,Redhills TO Periyapalayam,3,69
13134,M18N,Cement Road TO Nanganallur,3,69
13136,M18N,Guduvanchery TO Nanganallur,3,69
13138,M18N,Guindy Tvk Estate TO Kilambakkam B.T,3,69
13141,M18N,Kilambakkam B.T TO Guindy Tvk Estate,3,69
13142,M18N,Kilambakkam B.T TO Nanganallur,3,69
13145,M18N,Nanganallur TO Cement Road,3,69
13147,M18N,Nanganallur TO Guduvanchery,3,69
24173,51X CT,Kilambakkam B.S TO Saidapet,3,69
13152,M19B,Adyar B.T TO Kannagi Nagar S.C.B,3,69
15428,46G,M.K.B.Nagar TO Vyasarpadi (Depot),3,69
12162,579A,Walajabad TO Tambaram Sanatorium,3,69
13154,M19B,Adyar B.T TO Thyagaraya Nagar,3,69
13156,M19B,Kannagi Nagar S.C.B TO Adyar B.T,3,69
13163,M1A,Cement Road TO Keelkattalai,3,69
13164,M1A,Keelkattalai TO Cement Road,3,69
18407,66P CT5,Sriperumbudur B.S TO Poonamallee B.S,3,69
18409,55P,Tambaram TO Mannivakkam,3,69
13178,M27,Vadapalani TO M.G.R.Koyambedu,3,69
13180,M27,Vadapalani TO Thyagaraya Nagar,3,69
13186,M51,Cement Road TO Prathyangira Devi Temple,3,69
18412,70C CT1,Kilambakkam TO Tambaram,3,69
13188,M51,Prathyangira Devi Temple TO Cement Road,3,69
17159,62,Poonamallee Terminus TO Tambaram West Bus Stand,3,69
18410,55P,Mannivakkam TO Tambaram,3,69
18413,70C CT1,Tambaram TO Kilambakkam,3,69
13183,M88,Vadapalani TO Amarambedu East,3,69
17154,62,Avadi Bus Terminus TO Kilambakkam Junction,3,69
9632,12G,Secretariat TO Anna Square,3,69
13237,S15,Thiruvanmiyur R.S TO Madhyakailash,3,69
12245,95X,Thiruvanmiyur TO Tambaram West,3,69
13252,S166,Iyyappanthangal TO Manimedu(Akashnagar),3,69
18429,109A CT,Thiruvidhanthai TO Adyar B.S,3,69
13256,S166,Manimedu(Akashnagar) TO Porur,3,69
13259,S166,Porur TO Manimedu(Akashnagar),3,69
13295,S25,Iyyappanthangal TO Valasaravakkam,3,69
15236,15F,Vadapalani Bus Stand TO Kilambakkam Bus Terminus,3,69
12271,580A,Avadi B.T TO M.G.R.Koyambedu,3,69
12272,580A,Avadi B.T TO Mel Sembedu,3,69
12274,580A,M.G.R.Koyambedu TO Avadi B.T,3,69
12276,580A,Mel Sembedu TO Avadi B.T,3,69
13311,S26,Ashok Nagar Metro R.S TO Valasaravakkam,3,69
13314,S26,K.K.Nagar TO Valasaravakkam,3,69
13181,M88,Vadapalani TO Kundrathur Murugan Temple,3,69
18431,121G CT,Moolakadai Market TO Kaviarasu Kannadasan Nagar Bus Stand,3,69
13381,S40,Indira Nagar TO Nehru Nagar,3,69
13382,S40,Indira Nagar TO Pallavaram,3,69
13364,S31,Vadapalani TO M.G.R.Koyambedu,3,69
13374,S36,Thyagaraya Nagar TO Nungambakkam R.S,3,69
18432,121G CT,M.G.R.Koyambedu TO Moolakadai Market,3,69
15829,42B,Periyar Nagar TO Agaram,3,69
15832,188K,Thiyagarayanagar Terminus TO Iyappanthangal,3,69
13396,S52,Avadi B.T TO Thiruverkadu,3,69
13399,S43,Ayanavaram B.T TO Villivakkam,3,69
13398,S52,Thiruverkadu TO Avadi B.T,3,69
13384,S40,Nehru Nagar TO Indira Nagar,3,69
13385,S40,Pallavaram TO Indira Nagar,3,69
13401,S43,Villivakkam TO Ayanavaram B.T,3,69
13404,S43,Villivakkam TO Pudur,3,69
13554,33L,M.K.B.Nagar TO Kodungaiyur Parvathi Nagar,3,69
13557,33L,Kodungaiyur Parvathi Nagar TO M.K.B.Nagar,3,69
19754,91,Adyar TO Thiruvanmiyur,3,69
18780,27D,Icf  TO Ayanavaram B.T,3,69
18782,27D,Foreshore Estate TO Icf,3,69
19783,50M CT,M.G.R.Koyambedu Bus Terminus to Thiruverkadu Bus Terminus,3,69
19784,49F CT,Poonamallee Bus Terminus to M.G.R.Koyambedu Bus Terminus,3,69
17152,62,Kilambakkam Junction TO Avadi Bus Terminus,3,69
15835,24A,L.F.C TO Anna Nagar West,3,69
15833,66K,Kilambakkam Bus Terminus TO Nehru Nagar,3,69
13281,14M,Nehru Nagar TO Medavakkam Rd.Jn,3,69
18082,65A CT,Poonamallee TO Muthapudupet,3,69
18083,65A CT1,Thiyagarayanagar TO Muthapudupet,3,69
18079,S15,Thiruvanmiyur Depot TO Madhya Kailash,3,69
18080,S15,Madhya Kailash TO Thiruvanmiyur Depot,3,69
18081,65A CT,Muthapudupet TO Thiyagarayanagar,3,69
15771,55P,Tambaram TO Kilambakkam,3,69
16347,21G,Cement Road TO Mylapore,3,69
16349,54VCt,Iyyappanthangal Bus Depot TO Veppambaattu,3,69
16353,188A,Thyagaraya Nagar TO Kundrathur,3,69
16352,188A,Kundrathur TO Thyagaraya Nagar,3,69
16350,24AX,Anna Nagar West TO Teachers Colony,3,69
16412,S94,Thirumudivakkam Sidco TO Durga Nagar,3,69
16415,S94,Durga Nagar TO Kumaran Kundram,3,69
10426,16K,Kundrathur TO M.G.R.Koyambedu,3,69
16414,S94,Durga Nagar TO Thirumudivakkam Sidco,3,69
15850,29C,Adyar B.S TO Perambur,3,69
8029,A1ET,Okk.Thoraipakm Sec.Colony TO Thiruvanmiyur Bus Stand,3,69
22617,A1ET,OKK.THORAIPAKM SEC.COLONY to THIRUVANMIYUR DEPOT,3,69
12767,77M,Koyambedu Market TO Puzhal,3,69
16356,109C,Kovalam TO Adyar Depot,3,69
12128,57J,Redhills TO Gnayaru,3,69
16282,99C,Chromepet TO Semmancheri,3,69
16348,77M,Ambattur I.E TO Madanakuppam,3,69
16443,77M,Puzhal TO M.G.R.Koyambedu,3,69
12771,77M,M.G.R.Koyambedu TO Puzhal,3,69
12772,77M,Madanakuppam TO Ambattur I.E,3,69
12775,77M,Madanakuppam TO Koyambedu Market,3,69
12777,77M,Madanakuppam TO M.G.R.Koyambedu,3,69
16461,40L,Anna Square TO Foreshore Estate,3,69
13234,S15,Madhyakailash TO Thiruvanmiyur R.S,3,69
20802,M51R CT,Thyagaraya Nagar TO Puzhuthivakkam,3,69
16361,514,Padiyanallur TO Redhills,3,69
11019,114P,M.G.R.Koyambedu TO Padiyanallur,3,69
11022,114P,Moolakadai TO Padiyanallur,3,69
11023,114P,Padiyanallur TO Anna Nagar West,3,69
11024,114P,Padiyanallur TO M.G.R.Koyambedu,3,69
11025,114P,Padiyanallur TO Moolakadai,3,69
20804,M51R CT2,Puzhuthivakkam TO Thyagaraya Nagar,3,69
19789,578 CT1,M.G.R.Koyambedu TO  Poonamallee Depot,3,69
15863,104K,Tambaram TO Redhills Bus Terminus,3,69
16363,159K,M.G.R.Koyambedu TO Annanagar East,3,69
11026,114P,Redhills TO M.G.R.Koyambedu,3,69
15864,66P,Kilambakkam Bus Terminus TO Kundrathur Bus Depot,3,69
14954,76B,M.G.R.Koyambedu TO Vadapalani,3,69
15865,7M,Doveton TO J J Nagar West Terminus,3,69
16331,114P,M.M.B.T TO M.G.R.Koyambedu,3,69
18462,S23,Porur TO Poonamallee,3,69
18459,S67 CT,Ambattur O.T Bus Stand TO Moolakadai,3,69
18460,S67,Moolakadai TO Ambattur O.T Bus Stand,3,69
18461,S67,Ambattur O.T Bus Stand TO M.M.B.T,3,69
19791,578 CT3,Poonamallee Depot TO  M.G.R.Koyambedu Bus Terminus,3,69
14956,76B,Vadapalani TO M.G.R.Koyambedu,3,69
19667,54C,Thiruninravur Bus Stand to Poonamallee Bus Terminus,3,69
18205,54C,Annambedu TO Poonamallee,3,69
18206,54C,Pattabiram TO Poonamallee B.T,3,69
18207,54C,Poonamallee B.T TO Pattabiram,3,69
19786,54C,Poonamallee Bus Terminus to M.G.R.Koyambedu Bus Terminus,3,69
19331,578P,Sunguvarchatram to Poonamallee Bus Terminus,3,69
16537,568B,Thiruporur TO Adyar (Depot),3,69
15246,121M,K.Kannadasan Nagar TO Vazhuthigaimedu,3,69
18463,S23,Poonamallee TO Porur,3,69
18464,55K CT,Keerapakkam TO Kilambakkam B.S,3,69
18465,55K CT,Kilambakkam B.S TO Keerapakkam,3,69
18467,500P,Chengalpet TO Depot Chrompet-Ii,3,69
15868,47D,Kilambakkam Bus Terminus TO Avadi Bus Terminus,3,69
19550,96,Cement Road TO  Adyar Gandhi,3,69
19649,154,Thiyagarayanagar Terminus  to M.G.R.Koyambedu Bus Terminus,3,69
17934,70J,J.J.Nagar West TO Guindy Tvk Estate,3,69
19712,96,Tambaram West  TO  Cement Road,3,69
19171,102K,Kannagi Nagar To  M.G.R.Central,3,69
19172,102K,M.G.R.Central To  Kannagi Nagar,3,69
22460,7M CT7,Central Depot TO Island ground,3,69
14460,70T,Otteri TO T.V.K.Nagar,3,69
13542,121M,M.K.B.Nagar TO K.Kannadasan Nagar,3,69
24174,18D,Madipakkam B.T TO Saidapet,3,69
15517,18A,Kilambakkam Bus Terminus TO Vallalar Nagar,3,69
